document_id,equipment_id,name,org_name,previous_status,new_status,matched_query,queries_tried_count,queries_tried,papers_count,error
eqnet-3538,eqnet-3538,短鎖核酸解読装置,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,no_results_verified,"TITLE-ABS-KEY(""短鎖核酸解読装置 遺伝子・ゲノム その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""短鎖核酸解読装置 遺伝子・ゲノム その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""短鎖核酸解読装置 遺伝子・ゲノム その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""短鎖核酸解読装置 遺伝子・ゲノム その他"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3539,eqnet-3539,水道水直結型超純水製造装置,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,no_results_verified,"TITLE-ABS-KEY(""水道水直結型超純水製造装置 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""水道水直結型超純水製造装置 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""水道水直結型超純水製造装置 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""水道水直結型超純水製造装置 その他 その他"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3540,eqnet-3540,ノンフロン超低温フリーザー,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,no_results_verified,"TITLE-ABS-KEY(""ノンフロン超低温フリーザー 保管/収納 超低温フリーザー"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""ノンフロン超低温フリーザー 保管/収納 超低温フリーザー"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ノンフロン超低温フリーザー 保管/収納 超低温フリーザー"") AND TITLE-ABS-KEY(""超低温フリーザー"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""ノンフロン超低温フリーザー 保管/収納 超低温フリーザー"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3541,eqnet-3541,長鎖核酸解読装置,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,no_results_verified,"TITLE-ABS-KEY(""長鎖核酸解読装置 遺伝子・ゲノム その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""長鎖核酸解読装置 遺伝子・ゲノム その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""長鎖核酸解読装置 遺伝子・ゲノム その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""長鎖核酸解読装置 遺伝子・ゲノム その他"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3542,eqnet-3542,デスクトップ3Dプリンター,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,ready,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",3,
eqnet-3543,eqnet-3543,オールインワン微量分光・蛍光光度計,広島大学 IDEC国際連携機構 PHIS 環境遺伝生態学,,no_results_verified,"TITLE-ABS-KEY(""オールインワン微量分光・蛍光光度計 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""オールインワン微量分光・蛍光光度計 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""オールインワン微量分光・蛍光光度計 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""オールインワン微量分光・蛍光光度計 その他 その他"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3544,eqnet-3544,キャピラリーレオメーター,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,no_results_verified,"TITLE-ABS-KEY(""キャピラリーレオメーター 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""キャピラリーレオメーター 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""キャピラリーレオメーター 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND TITLE-ABS-KEY(""土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""キャピラリーレオメーター 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3545,eqnet-3545,光散乱GPC,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,ready,"TITLE-ABS-KEY(""GPC"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""GPC"") AND DOCTYPE(ar OR cp)",3,
eqnet-3546,eqnet-3546,FTIR(顕微付き),広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,ready,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3547,eqnet-3547,3Dスキャナー,広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,ready,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",3,
eqnet-3548,eqnet-3548,粘度計(液体粘弾性測定装置),広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,no_results_verified,"TITLE-ABS-KEY(""粘度計 液体粘弾性測定装置 物性計測/成分分析 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""粘度計 液体粘弾性測定装置 物性計測/成分分析 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""粘度計 液体粘弾性測定装置 物性計測/成分分析 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""粘度計 液体粘弾性測定装置 物性計測/成分分析 その他"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3549,eqnet-3549,真空自転公転ミキサー(あわとり練太郎),広島大学 デジタルものづくり教育研究センター 材料モデルベースリサーチ部門 材料MBRプロジェクト,,no_results_verified,"TITLE-ABS-KEY(""真空自転公転ミキサー あわとり練太郎 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""真空自転公転ミキサー あわとり練太郎 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""真空自転公転ミキサー あわとり練太郎 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND TITLE-ABS-KEY(""土木・建築・工学関連装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""真空自転公転ミキサー あわとり練太郎 土木・建築・工学関連装置 土木・建築・工学関連装置"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-355,eqnet-355,元素分析装置 パーキンエルマーCHNS/O 2400II,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""CHNS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""CHNS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3554-644e7f7b,eqnet-3554-644e7f7b,原子吸光分光光度計(PerkinElmer AAanalyst200),長崎大学 医歯薬学総合研究科 生命薬科学専攻 化学系共同機器室,,ready,"TITLE-ABS-KEY(""PerkinElmer"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""PerkinElmer"") AND DOCTYPE(ar OR cp)",3,
eqnet-3555,eqnet-3555,原子間力顕微鏡(Bruker MultiMode 8),東京科学大学 オープンファシリティセンター 研究基盤戦略室 ファシリティステーション部門,,ready,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""AFM"") AND DOCTYPE(ar OR cp)",3,
eqnet-356,eqnet-356,生体高分子構造解析装置 BRUKER SPCTROSPIN AVANCE400S,山口大学 総合科学実験センター 機器分析実験施設,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3560,eqnet-3560,ビブラトーム(メイワフォーシス ・VIB3000PLUS),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,,no_results_verified,"TITLE-ABS-KEY(""VIB3000PLUS"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""VIB3000PLUS"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""VIB3000PLUS"") AND TITLE-ABS-KEY(""染色/包埋/ミクロトーム"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""VIB3000PLUS"") AND AFFIL(""広島大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3564,eqnet-3564,ガラスナイフメーカー(ライカマイクロシステムズ・EM KMR3),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,,ready,"TITLE-ABS-KEY(""EM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EM"") AND DOCTYPE(ar OR cp)",3,
eqnet-3565,eqnet-3565,SEM試料凍結乾燥装置(サンテクノロジーズ・FD6510),広島大学 自然科学研究支援開発センター 機器共用・分析部門 電子顕微鏡,,ready,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SEM"") AND DOCTYPE(ar OR cp)",3,
eqnet-3566,eqnet-3566,イオンクロマトグラフ(東亜ディーケーケー・IA-300),横浜国立大学 研究推進機構 機器分析評価センター,,ready,"TITLE-ABS-KEY(""IA"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""IA"") AND DOCTYPE(ar OR cp)",3,
eqnet-3569,eqnet-3569,ゴールドボールボンダ(4524 D),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""D"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""D"") AND DOCTYPE(ar OR cp)",3,
eqnet-3570,eqnet-3570,金属顕微鏡(BX60M),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""BX60M"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""BX60M"") AND DOCTYPE(ar OR cp)",2,
eqnet-3571,eqnet-3571,光学顕微鏡 (DM2700 M),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""DM2700"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""DM2700"") AND DOCTYPE(ar OR cp)",3,
eqnet-3572,eqnet-3572,光学顕微鏡(Z16 APO),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""Z16"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Z16"") AND DOCTYPE(ar OR cp)",3,
eqnet-3573,eqnet-3573,"超深度カラー 3D 形状測定顕微鏡(VK-9500,9510)",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""3D"") AND DOCTYPE(ar OR cp)",3,
eqnet-3574,eqnet-3574,卓上型太線ウェッジボンダ(HB30),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""HB30"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HB30"") AND DOCTYPE(ar OR cp)",3,
eqnet-3575,eqnet-3575,"""分光干渉レーザ変位計・高精度形状測定システム(KS-1100,SI-F01,SI-F01U)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""KS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""KS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3576,eqnet-3576,ホットプレート(NINOS ND-1A),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""NINOS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NINOS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3577,eqnet-3577,プリンカップ試験機,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,no_results_verified,"TITLE-ABS-KEY(""プリンカップ試験機 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""プリンカップ試験機 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""プリンカップ試験機 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""プリンカップ試験機 その他 その他"") AND AFFIL(""大阪大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3578,eqnet-3578,Uni-temp(RSS-450-210-FA),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""Uni"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Uni"") AND DOCTYPE(ar OR cp)",3,
eqnet-3579,eqnet-3579,モールド機,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,no_results_verified,"TITLE-ABS-KEY(""モールド機 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""モールド機 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""モールド機 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""モールド機 その他 その他"") AND AFFIL(""大阪大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3580,eqnet-3580,"""卓上形精密万能試験機(AGS X/10kN)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""AGS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""AGS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3582,eqnet-3582,Microforce Testing System(Tytron TM 250),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""Microforce"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Microforce"") AND DOCTYPE(ar OR cp)",3,
eqnet-3583,eqnet-3583,低抵抗率計(MCP T610),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""MCP"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MCP"") AND DOCTYPE(ar OR cp)",3,
eqnet-3584,eqnet-3584,"""卓上型キセノンフラッシュアナライザー(LFA447)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""LFA447"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""LFA447"") AND DOCTYPE(ar OR cp)",3,
eqnet-3585,eqnet-3585,3点曲げ試験機(MMT-100NB-10H),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""MMT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MMT"") AND DOCTYPE(ar OR cp)",3,
eqnet-3586,eqnet-3586,フィルム引張試験機(SM-500N-168),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""SM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""SM"") AND DOCTYPE(ar OR cp)",3,
eqnet-3588,eqnet-3588,示差走査熱量計(DSC204H),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,no_results_verified,"TITLE-ABS-KEY(""DSC204H"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""DSC204H"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""DSC204H"") AND TITLE-ABS-KEY(""熱分析・熱測定装置"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""DSC204H"") AND AFFIL(""大阪大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3591,eqnet-3591,熱抵抗測定装置(WG2),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""WG2"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""WG2"") AND DOCTYPE(ar OR cp)",3,
eqnet-3592,eqnet-3592,クリープ試験機 3連,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,no_results_verified,"TITLE-ABS-KEY(""クリープ試験機 3連 その他 その他"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""クリープ試験機 3連 その他 その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""クリープ試験機 3連 その他 その他"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""クリープ試験機 3連 その他 その他"") AND AFFIL(""大阪大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3593,eqnet-3593,あわとり錬太郎(ARV-310),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""ARV"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ARV"") AND DOCTYPE(ar OR cp)",3,
eqnet-3594,eqnet-3594,高速遠心機(冷却あり)(H-201F),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""H"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""H"") AND DOCTYPE(ar OR cp)",3,
eqnet-3596,eqnet-3596,"""ロードロック式室付スパッタ装置(QAM-4C-SL)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""QAM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""QAM"") AND DOCTYPE(ar OR cp)",3,
eqnet-3597,eqnet-3597,"""スパッタ装置(E-200S)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""E"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""E"") AND DOCTYPE(ar OR cp)",3,
eqnet-3598,eqnet-3598,"""湾曲イメージングプレートX線回析装置(RINT-RAPID II)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XRD"") AND DOCTYPE(ar OR cp)",3,
eqnet-3599,eqnet-3599,超音波映像装置(FineSAT FS300II),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""FineSAT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FineSAT"") AND DOCTYPE(ar OR cp)",1,
eqnet-36,eqnet-36,核磁気共鳴装置 JEOL(株)製 AL400,東京大学 大学院新領域創成科学研究科 複雑理工学専攻 複雑物質化学佐々木研究室,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3600,eqnet-3600,"""カーブトレーサー(CS-3200)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""CS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""CS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3601,eqnet-3601,"""万能型ボンドテスター(ESR-4000)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""ESR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ESR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3603,eqnet-3603,"""小型高温チャンバー(ST 110)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""ST"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ST"") AND DOCTYPE(ar OR cp)",3,
eqnet-3604,eqnet-3604,"""小型高温チャンバー(ST 120)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""ST"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""ST"") AND DOCTYPE(ar OR cp)",3,
eqnet-3605,eqnet-3605,"""小型環境試験機(SH241) """,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,no_results_verified,"TITLE-ABS-KEY(""SH241"") AND DOCTYPE(ar OR cp)",3,"TITLE-ABS-KEY(""SH241"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""SH241"") AND TITLE-ABS-KEY(""その他"") AND DOCTYPE(ar OR cp) || TITLE-ABS-KEY(""SH241"") AND AFFIL(""大阪大学"") AND DOCTYPE(ar OR cp)",0,
eqnet-3607,eqnet-3607,小型冷熱衝撃装置(TSE 11 A),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""TSE"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TSE"") AND DOCTYPE(ar OR cp)",3,
eqnet-3608,eqnet-3608,小型冷熱衝撃装置(TSE 12 A),大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""TSE"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""TSE"") AND DOCTYPE(ar OR cp)",3,
eqnet-3609,eqnet-3609,"""高度加速寿命試験装置(HAST CHAMBER)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""HAST"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""HAST"") AND DOCTYPE(ar OR cp)",3,
eqnet-3610,eqnet-3610,IGBT、MOSFET 、パワー半導体用試験装置,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""IGBT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""IGBT"") AND DOCTYPE(ar OR cp)",3,
eqnet-3612,eqnet-3612,"""過渡熱測定システム(T3Ster) """,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""T3Ster"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""T3Ster"") AND DOCTYPE(ar OR cp)",3,
eqnet-3613,eqnet-3613,"""イオンミリング(IM4000)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""IM4000"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""IM4000"") AND DOCTYPE(ar OR cp)",3,
eqnet-3614,eqnet-3614,"""デジタルマイクロスコープ(VHX-600)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""VHX"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""VHX"") AND DOCTYPE(ar OR cp)",3,
eqnet-3615,eqnet-3615,研磨機,大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""EM"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""EM"") AND DOCTYPE(ar OR cp)",3,
eqnet-3616,eqnet-3616,"""精密切断(FINECUT)""",大阪大学 産業科学研究所 フレキシブル3D実装協働研究所 フレキシブル3D実装協働研究所,,ready,"TITLE-ABS-KEY(""FINECUT"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FINECUT"") AND DOCTYPE(ar OR cp)",3,
eqnet-3619,eqnet-3619,電子状態測定システム(AXIS-ULTRA),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""XPS"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""XPS"") AND DOCTYPE(ar OR cp)",3,
eqnet-3621,eqnet-3621,表面・界面分子振動解析装置(Spectra-Physics),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""Spectra"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Spectra"") AND DOCTYPE(ar OR cp)",3,
eqnet-3622,eqnet-3622,高速レーザーラマン顕微鏡(Raman-touch),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""Raman"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""Raman"") AND DOCTYPE(ar OR cp)",3,
eqnet-3625,eqnet-3625,UV-Vis-NIR分光光度計 (SolidSpec-3700DUV),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""UV"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""UV"") AND DOCTYPE(ar OR cp)",3,
eqnet-3626,eqnet-3626,中赤外・遠赤外吸収測定装置(Spectrum400 FT-IR/FIR SpotLight400 IRイメージング),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""FTIR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3627,eqnet-3627,紫外可視近赤外分光測定装置(V-670),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""V"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""V"") AND DOCTYPE(ar OR cp)",3,
eqnet-3631,eqnet-3631,超伝導核磁気共鳴測定装置(Avance NEO 400MHz),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""NMR"") AND DOCTYPE(ar OR cp)",3,
eqnet-3634,eqnet-3634,MALDI-TOFMS質量分析装置(Autoflex-maX),九州大学 工学研究院 マテリアル先端リサーチインフラ,,ready,"TITLE-ABS-KEY(""MALDI"") AND DOCTYPE(ar OR cp)",1,"TITLE-ABS-KEY(""MALDI"") AND DOCTYPE(ar OR cp)",3,
